,source,target,weight
3574,Sarah,The Girls,1
3575,Sarah,Waiter,2
3576,Sarah,Woman,1
3577,Sarah,Zoe,1
3578,Sarah Tuttle,Scene Directions,3
3579,Scene Directions,Scott Alexander,1
3580,Scene Directions,Sebastian,1
3581,Scene Directions,Second Dorm Guy,1
3582,Scene Directions,Second Girl,1
3583,Scene Directions,Second Message,1
3584,Scene Directions,Secretary,1
3585,Scene Directions,Security Guard,2
3586,Scene Directions,Sergei,2
3587,Scene Directions,Sherman Whitfield,1
3588,Scene Directions,Shop Assistant,1
3589,Scene Directions,Sick Bastard,1
3590,Scene Directions,Sid Goralnik,1
3591,Scene Directions,Singer,2
3592,Scene Directions,Sister 1,1
3593,Scene Directions,Sleep Clinic Worker,1
3594,Scene Directions,Smart Kid,1
3595,Scene Directions,Smoke Detector,1
3596,Scene Directions,Sonia,1
3597,Scene Directions,Soothing Male Voice,1
3598,Scene Directions,Sophie,7
3599,Scene Directions,Spokeswoman,1
3600,Scene Directions,Stage Director,2
3601,Scene Directions,Stage Manager,3
3602,Scene Directions,Stanley,1
3603,Scene Directions,Stephanie,1
3604,Scene Directions,Stephanie Schiffer,2
3605,Scene Directions,Stephen Waltham,12
3606,Scene Directions,Steve,5
3607,Scene Directions,Steve (drug addict),1
3608,Scene Directions,Steve Cera,3
3609,Scene Directions,Steven Fisher,1
3610,Scene Directions,Stevens,2
3611,Scene Directions,Store Guy,1
3612,Scene Directions,Strange Man,1
3613,Scene Directions,Stranger,2
3614,Scene Directions,Stripper,1
3615,Scene Directions,Stu,1
3616,Scene Directions,Student,3
3617,Scene Directions,Supervisor,2
3618,Scene Directions,Susan Bunch,27
3619,Scene Directions,Susie Moss,3
3620,Scene Directions,Tag Jones,27
3621,Scene Directions,Tall Guy,2
3622,Scene Directions,Tape,1
3623,Scene Directions,Tattoo Artist,1
3624,Scene Directions,Teacher,4
3625,Scene Directions,Terry,4
3626,Scene Directions,"The ""Hey Guy"" Guy",1
3627,Scene Directions,The A.D,1
3628,Scene Directions,The Acting Teacher,1
3629,Scene Directions,The Assistant Director,2
3630,Scene Directions,The Attendant,1
3631,Scene Directions,The Bass Barber,1
3632,Scene Directions,The Casting Director,5
3633,Scene Directions,The Chorus Line,1
3634,Scene Directions,The Cigarette Guy,1
3635,Scene Directions,The Cigarette Smoking Guy,1
3636,Scene Directions,The Colonel,1
3637,Scene Directions,The Conductor,2
3638,Scene Directions,The Cooking Teacher,3
3639,Scene Directions,The Croupier,2
3640,Scene Directions,The Cute Guy,2
3641,Scene Directions,The Director,17
3642,Scene Directions,The Doctor,5
3643,Scene Directions,The Dry Cleaner,3
3644,Scene Directions,The Fan,1
3645,Scene Directions,The Fireman,1
3646,Scene Directions,The Flight Attendant,2
3647,Scene Directions,The Food Critic,1
3648,Scene Directions,The Girls,7
3649,Scene Directions,The Grip,1
3650,Scene Directions,The Guys,10
3651,Scene Directions,The Head Librarian,1
3652,Scene Directions,The Hot Girl,1
3653,Scene Directions,The Housekeeper,1
3654,Scene Directions,The Husband,1
3655,Scene Directions,The Instructor,1
3656,Scene Directions,The Interviewer,8
3657,Scene Directions,The Knocker,1
3658,Scene Directions,The Librarian,1
3659,Scene Directions,The Little Girl,1
3660,Scene Directions,The Lurker,2
3661,Scene Directions,The Man,3
3662,Scene Directions,The Man In The Sportscar,1
3663,Scene Directions,The Museum Official,3
3664,Scene Directions,The Old Man,1
3665,Scene Directions,The Other Woman,1
3666,Scene Directions,The Paramedic,1
3667,Scene Directions,The Pastor,1
3668,Scene Directions,The Photographer,1
3669,Scene Directions,The Porsche Owner,1
3670,Scene Directions,The Potential Roommate,2
3671,Scene Directions,The Presenter,1
3672,Scene Directions,The Producer,1
3673,Scene Directions,The Professor,1
3674,Scene Directions,The Rabbi,2
3675,Scene Directions,The Saleslady,1
3676,Scene Directions,The Salesman,4
3677,Scene Directions,The Saleswoman,1
3678,Scene Directions,The Second Guest,1
3679,Scene Directions,The Security Guard,2
3680,Scene Directions,The Singing Man,2
3681,Scene Directions,The Smoking Woman,1
3682,Scene Directions,The Stripper,2
3683,Scene Directions,The Teacher,4
3684,Scene Directions,The Vampire,1
3685,Scene Directions,The Vendor,1
3686,Scene Directions,The Waiter,3
3687,Scene Directions,The Waitress,1
3688,Scene Directions,The Wedding Guest,1
3689,Scene Directions,The Whole Party,1
3690,Scene Directions,The Woman,4
3691,Scene Directions,The Woman Dealer,1
3692,Scene Directions,The Woman From Poughkeepsie,1
3693,Scene Directions,The Writer,1
3694,Scene Directions,Theodore,3
3695,Scene Directions,Ticket Agent,5
3696,Scene Directions,Ticket Counter Attendant,2
3697,Scene Directions,Tilly,1
3698,Scene Directions,Tim,3
3699,Scene Directions,Timothy Burke,3
3700,Scene Directions,Together,1
3701,Scene Directions,Tom,3
3702,Scene Directions,Tommy,3
3703,Scene Directions,Tony,1
3704,Scene Directions,Tour Guide,2
3705,Scene Directions,Trainer,1
3706,Scene Directions,Transit Authority Guy,1
3707,Scene Directions,Trudie Styler,1
3708,Scene Directions,Tv Announcer,2
3709,Scene Directions,Tv Doctor,1
3710,Scene Directions,Uncle Dan,1
3711,Scene Directions,Ursula,3
3712,Scene Directions,Ursula Buffay,7
3713,Scene Directions,Vince,3
3714,Scene Directions,Voice,3
3715,Scene Directions,Waiter,20
3716,Scene Directions,Waiter #2,1
3717,Scene Directions,Waiter In Drag,1
3718,Scene Directions,Waiter No. 2,1
3719,Scene Directions,Waiters,1
3720,Scene Directions,Waitress,6
3721,Scene Directions,Wayne,3
3722,Scene Directions,Wedding Planner,1
3723,Scene Directions,Wendy,4
3724,Scene Directions,Whitney,2
3725,Scene Directions,Will Colbert,2
3726,Scene Directions,Witch,1
3727,Scene Directions,Woman,49
3728,Scene Directions,Woman At Door,1
3729,Scene Directions,Woman At The Wedding,1
3730,Scene Directions,Woman Giving Birth,1
3731,Scene Directions,Woman No. 1,2
3732,Scene Directions,Woman No. 2,2
3733,Scene Directions,Woman On Train,1
3734,Scene Directions,Woman On Tv,2
3735,Scene Directions,Woman's Voice,1
3736,Scene Directions,Writer,1
3737,Scene Directions,Zack,3
3738,Scene Directions,Zoe,1
3739,Second Dorm Guy,The Girls,1
3740,Second Dorm Guy,Zoe,1
3741,Second Message,Steve,1
3742,Security Guard,Susie Moss,1
3743,Security Guard,Trainer,1
3744,Sleep Clinic Worker,Woman,1
3745,Soothing Male Voice,Susan Bunch,1
3746,Soothing Male Voice,Teacher,1
3747,Stanley,The Grip,1
3748,Stephanie Schiffer,Terry,1
3749,Stephanie Schiffer,Together,1
3750,Stephanie Schiffer,Transit Authority Guy,1
3751,Steve,Waiter,1
3752,Supervisor,"The ""Hey Guy"" Guy",1
3753,Susan Bunch,Teacher,3
3754,Susan Bunch,Woman,1
3755,Susie Moss,Trainer,1
3756,Teacher,Woman,2
3757,Terry,The Director,1
3758,Terry,Transit Authority Guy,1
3759,The Assistant Director,The Director,2
3760,The Casting Director,The Director,1
3761,The Colonel,The Waitress,1
3762,The Conductor,The Woman From Poughkeepsie,1
3763,The Conductor,Woman On Train,1
3764,The Cooking Teacher,The Food Critic,1
3765,The Director,Woman,1
3766,The Doctor,The Paramedic,1
3767,The Girls,The Guys,1
3768,The Girls,Zoe,1
3769,The Guys,The Stripper,1
3770,The Guys,Woman's Voice,1
3771,The Head Librarian,The Librarian,1
3772,The Hot Girl,The Man,1
3773,The Interviewer,Woman,1
3774,The Little Girl,The Old Man,1
3775,The Lurker,The Security Guard,1
3776,The Other Woman,Woman,1
3777,The Producer,Wayne,1
3778,The Second Guest,The Wedding Guest,1
3779,Ticket Agent,Woman,1
3780,Tv Announcer,Woman At Door,1
3781,Uncle Dan,Woman,1
3782,Ursula Buffay,Witch,1
3783,Waiter,Waiter #2,1
3784,Waiter,Waiter No. 2,1
3785,Waiter,Waiters,1
3786,Waiter,Woman,1
3787,Waitress,Woman,1
3788,Woman No. 1,Woman No. 2,2
