,source,target,weight
2126,Joey Tribbiani,Joey's Sister,1
2127,Joey Tribbiani,Joey's Sisters,2
2128,Joey Tribbiani,Joshua Burgin,3
2129,Joey Tribbiani,Judy Geller,24
2130,Joey Tribbiani,Julie,8
2131,Joey Tribbiani,Kash,2
2132,Joey Tribbiani,Kate Miller,9
2133,Joey Tribbiani,Kathy,9
2134,Joey Tribbiani,Katie,3
2135,Joey Tribbiani,Kid,3
2136,Joey Tribbiani,Kids,1
2137,Joey Tribbiani,Kiki,1
2138,Joey Tribbiani,Kitchen Worker,1
2139,Joey Tribbiani,Krista,1
2140,Joey Tribbiani,Kristen Leigh,2
2141,Joey Tribbiani,Kyle,1
2142,Joey Tribbiani,Kyle Lowder,1
2143,Joey Tribbiani,Laura,2
2144,Joey Tribbiani,Lauren,7
2145,Joey Tribbiani,Lennart,3
2146,Joey Tribbiani,Leonard Green,5
2147,Joey Tribbiani,Leslie,2
2148,Joey Tribbiani,Liam,1
2149,Joey Tribbiani,Little Girl,1
2150,Joey Tribbiani,Lorraine,3
2151,Joey Tribbiani,Luisa Gianetti,1
2152,Joey Tribbiani,Lydia,3
2153,Joey Tribbiani,Mac,1
2154,Joey Tribbiani,Machine,4
2155,Joey Tribbiani,Mackenzie,2
2156,Joey Tribbiani,Maitre D',2
2157,Joey Tribbiani,Male Nurse,1
2158,Joey Tribbiani,Man,8
2159,Joey Tribbiani,Man With A Bow Tie,1
2160,Joey Tribbiani,Margha,2
2161,Joey Tribbiani,Marjorie,1
2162,Joey Tribbiani,Mary Ellen,2
2163,Joey Tribbiani,Mary-Angela,1
2164,Joey Tribbiani,Mary-Theresa,1
2165,Joey Tribbiani,Matress King,1
2166,Joey Tribbiani,Max,3
2167,Joey Tribbiani,Melanie,2
2168,Joey Tribbiani,Melissa Warburton,1
2169,Joey Tribbiani,Message,2
2170,Joey Tribbiani,Michelle Burke,1
2171,Joey Tribbiani,Mike,2
2172,Joey Tribbiani,Mike Hannigan,19
2173,Joey Tribbiani,Mike's Dad,1
2174,Joey Tribbiani,Mike's Father,1
2175,Joey Tribbiani,Mike's Mom,1
2176,Joey Tribbiani,Mike's Mother,1
2177,Joey Tribbiani,Mindy Hunter,1
2178,Joey Tribbiani,Minister,3
2179,Joey Tribbiani,Molly,4
2180,Joey Tribbiani,Mona,8
2181,Joey Tribbiani,Monica Geller,724
2182,Joey Tribbiani,Monica's Boyfriend,1
2183,Joey Tribbiani,Mover,1
2184,Joey Tribbiani,Mr. Adelman,1
2185,Joey Tribbiani,Mr. Bowmont,1
2186,Joey Tribbiani,Mr. Douglas,1
2187,Joey Tribbiani,Mr. Heckles,3
2188,Joey Tribbiani,Mr. Thompson,3
2189,Joey Tribbiani,Mr. Treeger,8
2190,Joey Tribbiani,Mr. Zelner,1
2191,Joey Tribbiani,Mrs. Wallace,1
2192,Joey Tribbiani,Nora Tyler Bing,5
2193,Joey Tribbiani,Nurse,5
2194,Joey Tribbiani,Nurse #1,1
2195,Joey Tribbiani,Nurse #2,1
2196,Joey Tribbiani,Nurse Sizemore,2
2197,Joey Tribbiani,Older Scientist,1
2198,Joey Tribbiani,Olivia,1
2199,Joey Tribbiani,Others,1
2200,Joey Tribbiani,Paolo,4
2201,Joey Tribbiani,Parker,3
2202,Joey Tribbiani,Passerby,1
2203,Joey Tribbiani,Patron,1
2204,Joey Tribbiani,Paul Stevens,2
2205,Joey Tribbiani,Paul the Wine Guy,2
2206,Joey Tribbiani,Paulo,2
2207,Joey Tribbiani,Pbs Volunteer,1
2208,Joey Tribbiani,Pete's Mom,1
2209,Joey Tribbiani,Peter,1
2210,Joey Tribbiani,Peter Becker,5
2211,Joey Tribbiani,Phoebe Buffay,710
2212,Joey Tribbiani,Photographer,1
2213,Joey Tribbiani,Producer #1,1
2214,Joey Tribbiani,Racel,1
2215,Joey Tribbiani,Rachel Green,725
2216,Joey Tribbiani,Ray,1
2217,Joey Tribbiani,Raymond,1
2218,Joey Tribbiani,Realtor,1
2219,Joey Tribbiani,Receptionist,5
2220,Joey Tribbiani,Richard Burke,11
2221,Joey Tribbiani,Rob,1
2222,Joey Tribbiani,Robert Bobby,2
2223,Joey Tribbiani,Robin,1
2224,Joey Tribbiani,Robin Williams,1
2225,Joey Tribbiani,Roger,2
2226,Joey Tribbiani,Ronni Rapalono,3
2227,Joey Tribbiani,Ross Geller,720
2228,Joey Tribbiani,Roy,1
2229,Joey Tribbiani,Russ,1
2230,Joey Tribbiani,Salon Girl,1
2231,Joey Tribbiani,Sandra Green,7
2232,Joey Tribbiani,Sandy,4
2233,Joey Tribbiani,Sarah,3
2234,Joey Tribbiani,Sarah Tuttle,1
2235,Joey Tribbiani,Scene Directions,1403
2236,Joey Tribbiani,Scott Alexander,1
2237,Joey Tribbiani,Second Girl,1
2238,Joey Tribbiani,Second Message,1
2239,Joey Tribbiani,Security Guard,1
2240,Joey Tribbiani,Singer,2
2241,Joey Tribbiani,Sister 1,1
2242,Joey Tribbiani,Sleep Clinic Worker,1
2243,Joey Tribbiani,Smart Kid,1
2244,Joey Tribbiani,Sonia,1
2245,Joey Tribbiani,Stage Director,2
2246,Joey Tribbiani,Stage Manager,3
2247,Joey Tribbiani,Stanley,1
2248,Joey Tribbiani,Stephanie Schiffer,2
2249,Joey Tribbiani,Stephen Waltham,4
2250,Joey Tribbiani,Steve,4
2251,Joey Tribbiani,Steven Fisher,1
2252,Joey Tribbiani,Store Guy,1
2253,Joey Tribbiani,Stripper,1
2254,Joey Tribbiani,Student,2
2255,Joey Tribbiani,Susan Bunch,5
2256,Joey Tribbiani,Susie Moss,2
2257,Joey Tribbiani,Tag Jones,9
2258,Joey Tribbiani,Tall Guy,2
2259,Joey Tribbiani,Tape,1
2260,Joey Tribbiani,Terry,3
2261,Joey Tribbiani,The A.D,1
2262,Joey Tribbiani,The Acting Teacher,1
2263,Joey Tribbiani,The Assistant Director,2
2264,Joey Tribbiani,The Casting Director,5
2265,Joey Tribbiani,The Cooking Teacher,3
2266,Joey Tribbiani,The Director,17
2267,Joey Tribbiani,The Doctor,2
2268,Joey Tribbiani,The Dry Cleaner,3
2269,Joey Tribbiani,The Fan,1
2270,Joey Tribbiani,The Food Critic,1
2271,Joey Tribbiani,The Girls,5
2272,Joey Tribbiani,The Grip,1
2273,Joey Tribbiani,The Guys,9
2274,Joey Tribbiani,The Husband,1
2275,Joey Tribbiani,The Interviewer,7
2276,Joey Tribbiani,The Little Girl,1
2277,Joey Tribbiani,The Man,1
2278,Joey Tribbiani,The Man In The Sportscar,1
2279,Joey Tribbiani,The Old Man,1
2280,Joey Tribbiani,The Pastor,1
2281,Joey Tribbiani,The Porsche Owner,1
2282,Joey Tribbiani,The Potential Roommate,2
2283,Joey Tribbiani,The Presenter,1
2284,Joey Tribbiani,The Producer,1
2285,Joey Tribbiani,The Rabbi,1
2286,Joey Tribbiani,The Salesman,3
2287,Joey Tribbiani,The Security Guard,1
2288,Joey Tribbiani,The Singing Man,2
2289,Joey Tribbiani,The Stripper,2
2290,Joey Tribbiani,The Vampire,1
2291,Joey Tribbiani,The Vendor,1
2292,Joey Tribbiani,The Waiter,3
2293,Joey Tribbiani,The Woman,1
2294,Joey Tribbiani,The Woman Dealer,1
2295,Joey Tribbiani,The Writer,1
2296,Joey Tribbiani,Timothy Burke,1
2297,Joey Tribbiani,Together,1
2298,Joey Tribbiani,Tony,1
2299,Joey Tribbiani,Tour Guide,2
2300,Joey Tribbiani,Trainer,1
2301,Joey Tribbiani,Transit Authority Guy,1
2302,Joey Tribbiani,Tv Announcer,2
2303,Joey Tribbiani,Tv Doctor,1
2304,Joey Tribbiani,Uncle Dan,1
2305,Joey Tribbiani,Ursula,1
2306,Joey Tribbiani,Ursula Buffay,2
2307,Joey Tribbiani,Vince,1
2308,Joey Tribbiani,Voice,3
2309,Joey Tribbiani,Waiter,13
2310,Joey Tribbiani,Waiters,1
2311,Joey Tribbiani,Waitress,4
2312,Joey Tribbiani,Wayne,3
2313,Joey Tribbiani,Will Colbert,2
2314,Joey Tribbiani,Witch,1
2315,Joey Tribbiani,Woman,23
2316,Joey Tribbiani,Woman At Door,1
2317,Joey Tribbiani,Woman No. 1,1
2318,Joey Tribbiani,Woman No. 2,1
2319,Joey Tribbiani,Woman's Voice,1
2320,Joey Tribbiani Sr.,Monica Geller,3
2321,Joey Tribbiani Sr.,Phoebe Buffay,2
2322,Joey Tribbiani Sr.,Rachel Green,2
2323,Joey Tribbiani Sr.,Roger,1
2324,Joey Tribbiani Sr.,Ronni Rapalono,2
2325,Joey Tribbiani Sr.,Ross Geller,1
2326,Joey Tribbiani Sr.,Scene Directions,5
2327,Joey's Co-Star,Kash,1
2328,Joey's Co-Star,Rachel Green,1
2329,Joey's Co-Star,Scene Directions,2
2330,Joey's Date,Rachel Green,1
2331,Joey's Date,Scene Directions,2
2332,Joey's Doctor,Monica Geller,2
2333,Joey's Doctor,Phoebe Buffay,1
2334,Joey's Doctor,Rachel Green,1
2335,Joey's Doctor,Ross Geller,2
2336,Joey's Doctor,Scene Directions,4
2337,Joey's Grandmother,Joey's Sister,1
2338,Joey's Grandmother,Mary-Angela,1
2339,Joey's Grandmother,Mary-Theresa,1
2340,Joey's Grandmother,Scene Directions,1
2341,Joey's Hand Twin,Phoebe Buffay,1
2342,Joey's Hand Twin,Scene Directions,2
2343,Joey's Hand Twin,The Security Guard,1
2344,Joey's Look-A-Like,Monica Geller,1
2345,Joey's Look-A-Like,Scene Directions,1
2346,Joey's Sister,Mary-Angela,1
2347,Joey's Sister,Mary-Theresa,1
2348,Joey's Sister,Scene Directions,1
2349,Joey's Sisters,Monica Geller,1
2350,Joey's Sisters,Phoebe Buffay,1
2351,Joey's Sisters,Rachel Green,1
2352,Joey's Sisters,Ross Geller,1
2353,Joey's Sisters,Scene Directions,2
2354,Joey's Sisters,Sister 1,1
2355,Joshua Burgin,Monica Geller,5
2356,Joshua Burgin,Mr. Burgin,2
2357,Joshua Burgin,Mrs. Burgin,2
2358,Joshua Burgin,Phoebe Buffay,5
2359,Joshua Burgin,Rachel Green,14
2360,Joshua Burgin,Ross Geller,5
2361,Joshua Burgin,Scene Directions,14
2362,Joshua Burgin,Stephen Waltham,3
2363,Judge,Rachel Green,1
2364,Judge,Ross Geller,1
2365,Judge,Scene Directions,1
2366,Judy Geller,Julie Coreger,1
2367,Judy Geller,Leonard Green,1
2368,Judy Geller,Man,2
2369,Judy Geller,Marc Coreger,1
2370,Judy Geller,Minister,2
2371,Judy Geller,Monica Geller,43
2372,Judy Geller,Nora Tyler Bing,3
2373,Judy Geller,Nurse Sizemore,1
2374,Judy Geller,Oven,1
2375,Judy Geller,Parker,2
2376,Judy Geller,Phoebe Buffay,24
2377,Judy Geller,Rachel Green,31
2378,Judy Geller,Richard Burke,3
2379,Judy Geller,Ross Geller,43
2380,Judy Geller,Roy,1
2381,Judy Geller,Sandra Green,1
2382,Judy Geller,Scene Directions,52
2383,Judy Geller,Stephen Waltham,5
2384,Judy Geller,Tag Jones,1
2385,Judy Geller,The Doctor,1
2386,Judy Geller,The Girls,1
2387,Judy Geller,The Paramedic,1
2388,Judy Geller,The Rabbi,1
2389,Judy Geller,Uncle Dan,1
2390,Judy Geller,Waiter,1
2391,Judy Geller,Woman,3
2392,Julie,Man,1
2393,Julie,Monica Geller,7
2394,Julie,Phoebe Buffay,7
2395,Julie,Rachel Green,16
2396,Julie,Ross Geller,13
2397,Julie,Russ,1
2398,Julie,Scene Directions,17
2399,Julie Coreger,Man,1
2400,Julie Coreger,Marc Coreger,2
2401,Julie Coreger,Rachel Green,2
2402,Julie Coreger,Ross Geller,2
2403,Julie Coreger,Scene Directions,2
2404,Julie Coreger,Woman,1
2405,Julie Graff,Monica Geller,1
2406,Julie Graff,Scene Directions,1
2407,Julio (poet),Man,1
2408,Julio (poet),Monica Geller,2
2409,Julio (poet),Quartet,1
2410,Julio (poet),Scene Directions,3
2411,Kara,Monica Geller,3
2412,Kara,Scene Directions,3
2413,Karin,Meg,1
2414,Karin,Phoebe Buffay,1
2415,Karin,Ross Geller,1
2416,Karin,Scene Directions,1
2417,Karin,Stephanie,1
2418,Kash,Rachel Green,2
2419,Kash,Ross Geller,1
2420,Kash,Scene Directions,2
2421,Kate Miller,Lauren,4
2422,Kate Miller,Scene Directions,9
2423,Kate Miller,Stage Manager,1
2424,Kate Miller,The Director,6
2425,Kate Miller,Woman,1
2426,Kathy,Kathy's Co-Star,1
2427,Kathy,Monica Geller,7
2428,Kathy,Phoebe Buffay,6
2429,Kathy,Rachel Green,7
2430,Kathy,Ross Geller,8
2431,Kathy,Scene Directions,18
2432,Kathy,Tag Jones,1
2433,Kathy,Timothy Burke,1
2434,Kathy's Co-Star,Ross Geller,1
2435,Kathy's Co-Star,Scene Directions,1
2436,Katie,Monica Geller,1
2437,Katie,Phoebe Buffay,1
2438,Katie,Rachel Green,2
2439,Katie,Ross Geller,1
2440,Katie,Scene Directions,3
2441,Katie (saleswoman),Rachel Green,2
2442,Katie (saleswoman),Ross Geller,2
2443,Katie (saleswoman),Scene Directions,2
2444,Ken,Others,1
2445,Ken,Scene Directions,2
2446,Ken,Wendy,1
2447,Kevin,Phoebe Buffay,1
2448,Kevin,Rachel Green,1
2449,Kevin,Scene Directions,1
2450,Kid,Monica Geller,1
2451,Kid,Phoebe Buffay,2
2452,Kid,Rachel Green,3
2453,Kid,Receptionist,1
2454,Kid,Ross Geller,2
2455,Kid,Scene Directions,3
2456,Kids,Mona,1
2457,Kids,Monica Geller,2
2458,Kids,Phoebe Buffay,2
2459,Kids,Rachel Green,2
2460,Kids,Rob,1
2461,Kids,Ross Geller,2
2462,Kids,Scene Directions,2
2463,Kids,Ursula Buffay,1
2464,Kids,Witch,1
2465,Kiki,Leslie,2
2466,Kiki,Monica Geller,1
2467,Kiki,Phoebe Buffay,1
2468,Kiki,Rachel Green,2
2469,Kiki,Ross Geller,1
2470,Kiki,Scene Directions,1
2471,Kim,Nancy,4
2472,Kim,Rachel Green,7
2473,Kim,Ralph Lauren,2
2474,Kim,Scene Directions,8
2475,Kitchen Worker,Monica Geller,1
2476,Kitchen Worker,Scene Directions,1
2477,Kitchen Worker,The Waiter,1
2478,Kori,Monica Geller,1
2479,Kori,Ross Geller,1
2480,Kori,Scene Directions,1
2481,Kori,Tom,1
2482,Krista,Monica Geller,1
2483,Krista,Rachel Green,3
2484,Krista,Scene Directions,3
2485,Kristen,Ross Geller,1
2486,Kristen,Scene Directions,1
2487,Kristen Leigh,Ross Geller,2
2488,Kristen Leigh,Scene Directions,3
2489,Kristen Leigh,The Woman,1
2490,Kristin,Ross Geller,2
2491,Kristin,Scene Directions,1
2492,Kristin,Susan Bunch,1
2493,Kyle,Phoebe Buffay,1
2494,Kyle,Ross Geller,2
2495,Kyle,Scene Directions,2
2496,Kyle,The Casting Director,1
2497,Kyle,Whitney,1
2498,Kyle Lowder,Monica Geller,1
2499,Kyle Lowder,Phoebe Buffay,1
2500,Kyle Lowder,Scene Directions,1
2501,Lady,Monica Geller,1
2502,Lady,Scene Directions,1
2503,Larry,Monica Geller,1
2504,Larry,Phoebe Buffay,3
2505,Larry,Scene Directions,3
2506,Laura,Monica Geller,2
2507,Laura,Scene Directions,2
2508,Lauren,Mike,1
2509,Lauren,Monica Geller,2
2510,Lauren,Peter Becker,1
2511,Lauren,Phoebe Buffay,1
2512,Lauren,Rachel Green,2
2513,Lauren,Ross Geller,2
2514,Lauren,Scene Directions,7
2515,Lauren,Stage Manager,2
2516,Lauren,The Director,3
2517,Lauren,The Interviewer,1
2518,Lauren,Woman,1
2519,Leader,Ross Geller,1
2520,Leader,Scene Directions,1
2521,Lecturer,Rachel Green,1
2522,Lecturer,Ross Geller,1
2523,Lecturer,Scene Directions,2
2524,Lennart,Producer #1,1
2525,Lennart,Receptionist,2
2526,Lennart,Scene Directions,3
2527,Leonard Green,Mona,3
2528,Leonard Green,Monica Geller,4
2529,Leonard Green,Nurse,1
2530,Leonard Green,Phoebe Buffay,6
2531,Leonard Green,Rachel Green,10
2532,Leonard Green,Ross Geller,10
2533,Leonard Green,Sandra Green,4
2534,Leonard Green,Scene Directions,14
2535,Leonard Green,Waiter,1
2536,Leslie,Monica Geller,2
2537,Leslie,Phoebe Buffay,5
2538,Leslie,Rachel Green,2
2539,Leslie,Ross Geller,1
2540,Leslie,Scene Directions,5
2541,Leslie,Singer,1
2542,Lewis,Ned Morse,1
2543,Lewis,Ross Geller,2
2544,Lewis,Scene Directions,2
2545,Liam,Phoebe Buffay,1
2546,Liam,Ross Geller,2
2547,Liam,Scene Directions,2
2548,Lisa,Monica Geller,1
2549,Lisa,Richard Burke,1
2550,Lisa,Scene Directions,1
2551,Lisa Kudrow,Matthew Perry,1
2552,Lisa Kudrow,Phoebe Buffay,1
2553,Lisa Kudrow,Ross Geller,1
2554,Lisa Kudrow,Scene Directions,1
2555,Little Bully,Ross Geller,4
2556,Little Bully,Scene Directions,4
2557,Little Girl,Mona,1
2558,Little Girl,Monica Geller,1
2559,Little Girl,Phoebe Buffay,1
2560,Little Girl,Rachel Green,1
2561,Little Girl,Ross Geller,1
2562,Little Girl,Scene Directions,1
2563,Little Girl,Second Girl,1
2564,Lizzy,Phoebe Buffay,2
2565,Lizzy,Scene Directions,1
2566,Locksmith,Mona,1
2567,Locksmith,Ross Geller,1
2568,Locksmith,Scene Directions,1
2569,Lorraine,Phoebe Buffay,1
2570,Lorraine,Ross Geller,1
2571,Lorraine,Scene Directions,3
2572,Lowell (mugger),Phoebe Buffay,1
2573,Lowell (mugger),Ross Geller,1
2574,Lowell (mugger),Scene Directions,1
2575,Luisa Gianetti,Monica Geller,1
2576,Luisa Gianetti,Mr. Heckles,1
2577,Luisa Gianetti,Phoebe Buffay,2
2578,Luisa Gianetti,Rachel Green,2
2579,Luisa Gianetti,Ross Geller,2
2580,Luisa Gianetti,Scene Directions,2
2581,Luisa Gianetti,Woman No. 1,1
2582,Luisa Gianetti,Woman No. 2,1
2583,Lydia,Mel,1
2584,Lydia,Monica Geller,1
2585,Lydia,Nurse Sizemore,1
2586,Lydia,Ross Geller,1
2587,Lydia,Scene Directions,5
2588,Mac,Monica Geller,1
2589,Mac,Phoebe Buffay,1
2590,Mac,Rachel Green,1
2591,Mac,Ross Geller,1
2592,Mac,Scene Directions,1
2593,Machine,Michelle Burke,1
2594,Machine,Monica Geller,4
2595,Machine,Phoebe Buffay,4
2596,Machine,Rachel Green,4
2597,Machine,Richard Burke,2
2598,Machine,Ross Geller,4
2599,Machine,Scene Directions,4
2600,Machine,The Guys,1
2601,Machine,Waitress,1
2602,Machine,Woman's Voice,1
2603,Mackenzie,Scene Directions,2
2604,Maitre D',Monica Geller,2
2605,Maitre D',Mr. Campbell,1
2606,Maitre D',Mr. Zelner,1
2607,Maitre D',Phoebe Buffay,2
2608,Maitre D',Rachel Green,2
2609,Maitre D',Ross Geller,1
2610,Maitre D',Scene Directions,4
2611,Maitre D',Waiter,2
2612,Malcom,Phoebe Buffay,2
2613,Malcom,Scene Directions,2
2614,Male Guest,Monica Geller,1
2615,Male Guest,Scene Directions,1
2616,Male Jeweler,Phoebe Buffay,2
2617,Male Jeweler,Scene Directions,2
2618,Male Nurse,Monica Geller,1
2619,Male Nurse,Phoebe Buffay,1
2620,Male Nurse,Rachel Green,1
2621,Male Nurse,Ross Geller,1
2622,Male Nurse,Scene Directions,1
2623,Male Student,Ross Geller,1
2624,Male Student,Scene Directions,1
2625,Man,Marc Coreger,1
2626,Man,Mark Robinson,2
2627,Man,Monica Geller,6
2628,Man,Parker,2
2629,Man,Phoebe Buffay,10
2630,Man,Quartet,2
2631,Man,Rachel Green,13
2632,Man,Ray,1
2633,Man,Ross Geller,12
2634,Man,Roy,1
2635,Man,Scene Directions,22
2636,Man,Sid Goralnik,1
2637,Man,Tag Jones,1
2638,Man,The Bass Barber,1
2639,Man,Tommy,1
2640,Man,Uncle Dan,1
2641,Man,Woman,4
2642,Man At The Wedding,Ross Geller,1
2643,Man At The Wedding,Scene Directions,1
2644,Man At The Wedding,Woman At The Wedding,1
2645,Man On Tv,Monica Geller,1
2646,Man On Tv,Rachel Green,1
2647,Man On Tv,Scene Directions,2
2648,Man On Tv,Woman On Tv,2
2649,Man With A Bow Tie,Mike Hannigan,1
2650,Man With A Bow Tie,Monica Geller,1
2651,Man With A Bow Tie,Rachel Green,1
2652,Man With A Bow Tie,Ross Geller,1
2653,Man With A Bow Tie,Scene Directions,1
2654,Man's Voice,Phoebe Buffay,1
2655,Man's Voice,Same Man's Voice,1
2656,Man's Voice,Scene Directions,1
2657,Man's Voice,Ursula Buffay,1
2658,Manny,Mike Hannigan,1
2659,Manny,Monica Geller,1
2660,Manny,Phoebe Buffay,1
2661,Manny,Scene Directions,1
2662,Manny,Strange Man,1
2663,Marc Coreger,Rachel Green,2
2664,Marc Coreger,Ross Geller,2
2665,Marc Coreger,Scene Directions,2
2666,Marc Coreger,Woman,1
2667,Marge,Phoebe Buffay,1
2668,Marge,Scene Directions,1
2669,Margha,Monica Geller,2
2670,Margha,Phoebe Buffay,2
2671,Margha,Rachel Green,2
2672,Margha,Ross Geller,2
2673,Margha,Scene Directions,2
2674,Margha,The Guys,1
2675,Margha,Woman,1
2676,Marjorie,Scene Directions,1
2677,Marjorie,Sleep Clinic Worker,1
2678,Marjorie,Woman,1
2679,Mark Robinson,Quartet,1
2680,Mark Robinson,Rachel Green,11
2681,Mark Robinson,Ross Geller,8
2682,Mark Robinson,Scene Directions,11
2683,Mark Robinson,The Bass Barber,1
2684,Mark Robinson,Woman,1
2685,Marsha,Ross Geller,1
2686,Marsha,Scene Directions,1
2687,Mary Ellen,Mike Hannigan,2
2688,Mary Ellen,Phoebe Buffay,2
2689,Mary Ellen,Scene Directions,2
2690,Mary-Angela,Mary-Theresa,1
2691,Mary-Angela,Scene Directions,1
2692,Mary-Theresa,Scene Directions,1
2693,Matire'D,Monica Geller,1
2694,Matire'D,Richard Burke,1
2695,Matire'D,Richard's Date,1
2696,Matire'D,Scene Directions,1
2697,Matress King,Monica Geller,1
2698,Matress King,Phoebe Buffay,1
2699,Matress King,Ross Geller,1
2700,Matress King,Scene Directions,1
2701,Matthew Ashford,Monica Geller,1
2702,Matthew Ashford,Phoebe Buffay,1
2703,Matthew Ashford,Rachel Green,1
2704,Matthew Ashford,Ross Geller,1
2705,Matthew Ashford,Scene Directions,1
2706,Matthew Perry,Phoebe Buffay,1
2707,Matthew Perry,Ross Geller,1
2708,Matthew Perry,Scene Directions,1
2709,Max,Monica Geller,3
2710,Max,Phoebe Buffay,4
2711,Max,Rachel Green,3
2712,Max,Ross Geller,3
2713,Max,Sandy,1
2714,Max,Scene Directions,4
2715,Meg,Phoebe Buffay,1
2716,Meg,Ross Geller,1
2717,Meg,Scene Directions,1
2718,Meg,Stephanie,1
2719,Megan Bailey,Monica Geller,2
2720,Megan Bailey,Phoebe Buffay,2
2721,Megan Bailey,Rachel Green,2
2722,Megan Bailey,Scene Directions,2
2723,Megan Bailey,The Woman,1
2724,Megan Bailey,Woman,1
2725,Mel,Ross Geller,1
2726,Mel,Scene Directions,1
2727,Melanie,Monica Geller,1
2728,Melanie,Phoebe Buffay,1
2729,Melanie,Rachel Green,1
2730,Melanie,Ross Geller,1
2731,Melanie,Scene Directions,2
2732,Melissa Warburton,Monica Geller,1
2733,Melissa Warburton,Phoebe Buffay,3
2734,Melissa Warburton,Rachel Green,5
2735,Melissa Warburton,Ross Geller,1
2736,Melissa Warburton,Scene Directions,5
2737,Melissa Warburton,Tag Jones,1
2738,Melissa Warburton,Woman,1
2739,Message,Monica Geller,1
2740,Message,Phoebe Buffay,1
2741,Message,Rachel Green,2
2742,Message,Ross Geller,1
2743,Message,Scene Directions,2
2744,Message,Second Message,1
2745,Message,Steve,1
2746,Michael,Rachel Green,2
2747,Michael,Scene Directions,2
2748,Michael,Waiter,1
2749,Michelle,Rachel Green,2
2750,Michelle,Ross Geller,3
2751,Michelle,Scene Directions,3
2752,Michelle,Woman,1
2753,Michelle Burke,Monica Geller,1
2754,Michelle Burke,Phoebe Buffay,1
2755,Michelle Burke,Rachel Green,1
2756,Michelle Burke,Richard Burke,1
2757,Michelle Burke,Ross Geller,1
2758,Michelle Burke,Scene Directions,1
2759,Mike,Monica Geller,1
2760,Mike,Phoebe Buffay,2
2761,Mike,Rachel Green,2
2762,Mike,Ross Geller,2
2763,Mike,Scene Directions,3
2764,Mike,The Interviewer,1
2765,Mike Hannigan,Mike's Dad,1
2766,Mike Hannigan,Mike's Father,1
2767,Mike Hannigan,Mike's Mom,1
2768,Mike Hannigan,Mike's Mother,1
2769,Mike Hannigan,Molly,1
2770,Mike Hannigan,Monica Geller,25
2771,Mike Hannigan,Phoebe Buffay,55
2772,Mike Hannigan,Precious,1
2773,Mike Hannigan,Rachel Green,12
2774,Mike Hannigan,Rita,1
2775,Mike Hannigan,Ross Geller,20
2776,Mike Hannigan,Scene Directions,60
2777,Mike Hannigan,Strange Man,1
2778,Mike Hannigan,Theodore,3
2779,Mike Hannigan,Woman,1
2780,Mike's Dad,Mike's Mom,1
2781,Mike's Dad,Monica Geller,1
2782,Mike's Dad,Phoebe Buffay,1
2783,Mike's Dad,Rachel Green,1
2784,Mike's Dad,Ross Geller,1
2785,Mike's Dad,Scene Directions,1
2786,Mike's Father,Mike's Mother,1
2787,Mike's Father,Monica Geller,1
2788,Mike's Father,Phoebe Buffay,1
2789,Mike's Father,Rachel Green,1
2790,Mike's Father,Ross Geller,1
2791,Mike's Father,Scene Directions,1
2792,Mike's Mom,Monica Geller,1
2793,Mike's Mom,Phoebe Buffay,1
2794,Mike's Mom,Rachel Green,1
2795,Mike's Mom,Ross Geller,1
2796,Mike's Mom,Scene Directions,1
2797,Mike's Mother,Monica Geller,1
2798,Mike's Mother,Phoebe Buffay,1
2799,Mike's Mother,Rachel Green,1
2800,Mike's Mother,Ross Geller,1
2801,Mike's Mother,Scene Directions,1
2802,Mindy Hunter,Mr. Wineburg,1
2803,Mindy Hunter,Mrs. Wineburg,1
2804,Mindy Hunter,Rachel Green,3
2805,Mindy Hunter,Ross Geller,1
2806,Mindy Hunter,Scene Directions,3
2807,Minister,Monica Geller,1
2808,Minister,Phoebe Buffay,2
2809,Minister,Rachel Green,2
2810,Minister,Ross Geller,3
2811,Minister,Scene Directions,3
2812,Minister,Stephen Waltham,1
2813,Mischa,Monica Geller,2
2814,Mischa,Phoebe Buffay,3
2815,Mischa,Scene Directions,3
2816,Mischa,Sergei,1
2817,Missy Goldberg,Ross Geller,2
2818,Missy Goldberg,Scene Directions,2
2819,Molly,Monica Geller,2
2820,Molly,Phoebe Buffay,1
2821,Molly,Rachel Green,4
2822,Molly,Ross Geller,4
2823,Molly,Scene Directions,5
2824,Molly,Woman,1
2825,Mona,Mona's Date,1
2826,Mona,Monica Geller,5
2827,Mona,Nora Tyler Bing,1
2828,Mona,Phoebe Buffay,5
2829,Mona,Rachel Green,6
2830,Mona,Ross Geller,20
2831,Mona,Scene Directions,20
2832,Mona,Second Girl,1
2833,Mona,Ursula Buffay,2
2834,Mona,Waiter,1
2835,Mona,Witch,1
2836,Mona,Woman,1
2837,Mona's Date,Ross Geller,1
2838,Mona's Date,Scene Directions,1
2839,Monica Geller,Monica's Boyfriend,1
2840,Monica Geller,Mr. Adelman,1
2841,Monica Geller,Mr. Heckles,5
2842,Monica Geller,Mr. Ratstatter,3
2843,Monica Geller,Mr. Treeger,5
2844,Monica Geller,Mrs. Burkart,3
2845,Monica Geller,Mrs. Chatracus,1
2846,Monica Geller,Mrs. Wallace,1
2847,Monica Geller,Nora Tyler Bing,6
2848,Monica Geller,Nurse,6
2849,Monica Geller,Nurse Sizemore,5
2850,Monica Geller,Others,1
