cleaned_text,tokens
"Listen, Marge. No matter where you go in this life, you'll always have one friend who loves you body and soul.",listen marge matter life friend love body soul
"And Marge, there are certain things I can do for you that no other friend can. Special things.",marge certain thing friend special thing
"BOMP, BOMP, BOMP, BOMP... BOMP, BOMP, BOMP, BOMP...",bomp bomp bomp bomp bomp bomp bomp bomp
A Lamborgotti Fasterossa? That's the car I think about when I make love to my wife.,lamborgotti fasterossa car think love wife
"Hey, that guy in first class is taking a TV out of his armrest.",hey guy class take tv armrest
"Now we have to drive it straight to Rome, where it'll be shipped to Mr. Burns in Springfield.",drive straight rome ship burns springfield
It says that we should turn left at a fat chick in a tu-tu being fed by a midget.,say turn leave fat chick tu tu feed midget
"Stupid Italy... wish you'd never been unified by Victor Emmanuel the Second... if only you'd stayed a loose confederation of city-states, trading with each other and occasionally warring.",stupid italy wish unify victor emmanuel second stay loose confederation city state trade occasionally war
It's a Lamborgotti Fasterosa XT 550 with ABS Sport Tech package.,lamborgotti fasterosa xt abs sport tech package
Americano? What the Hell could that mean? Why can't you people learn to speak my language? I learned to eat your food!,americano hell mean people learn speak language learn eat food
"Yes, tell us your story. But it better have a beginning, a middle and an end. And you'd better make us root for the protagonist.",yes tell story well beginning middle end well root protagonist
"Yeah, I tell Marge everything! Not necessarily in words, but in body language -- you know, sneaking around and such.",yeah tell marge necessarily word body language know sneak
"All right, Bob. We won't tell your beautiful new family that you're a homicidal psychopath -- if you fix up our car.",right bob will tell beautiful new family homicidal psychopath fix car
What am I supposed to use it for -- transporting water to distant urban centers?!,suppose use transport water distant urban center
"I am the gayest super-villain ever! Beware my scented candles! Oooooo, scented!",gay super villain beware scented candle oooooo scented
"Look at 'em, with their bright, airy narthex and light, flaky Eucharist. I wouldn't mind dipping my hand in their font.",look bright airy narthex light flaky eucharist mind dip hand font
"Okay, Christmas, Christmas... you know how your paper boy always sends you a Christmas card with his home address on it? What's up with that?",okay christmas christmas know paper boy send christmas card home address
"Oh, it's never anybody's decision... anyhoo... I'd like to tell you all a little story I call ""The First Christmas.""",oh anybody decision anyhoo like tell little story christmas
A carpenter named Joseph was about to get some frankly preposterous news...,carpenter name joseph frankly preposterous news
And did you know that little Baby Jesus grew up to be... Jesus?,know little baby jesus grow jesus
I hope I never hear that God-awful nutcracker music again.,hope hear god awful nutcracker music
"I NEED A PRESENT FOR MY WIFE / OR I'LL HAVE NO SEX FOR LIFE / DIAMOND RING, A VASE BY MING / SOME KINDA USEFUL KITCHEN THING",need present wife sex life diamond ring vase ming kinda useful kitchen thing
I don't care what that letter said. This man raised me single-handedly. When I think of all the things he's done for me... the many times he...,care letter say man raise single handedly think thing time
"So this guy might be my real father, and his name starts with ""M"". Moleman? Mr. Burns? M. Night Shyamalan? That would be a twist worthy of his increasingly lousy films!",guy real father start m moleman burns night shyamalan twist worthy increasingly lousy film
The only tummy ache is in my head. I can't stop wondering who my real father might be.,tummy ache head stop wonder real father
His hobbies are philandering... writing letters... and making up for lost time!,hobby philander write letter make lost time
"Okay, until you're sure this guy's cool, stick to your cover story. Oh, that sounds hard. Just do it!",okay sure guy cool stick cover story oh sound hard
"Uh yes, I'm a reporter with the local paper. I'm doing a story on people who... wear sweaters. Do you mind if I ask you some questions?",uh yes reporter local paper story people wear sweater mind ask question
"Oh, that is so cool! Ooh, a dish of shrunken heads!",oh cool ooh dish shrunken head
No... I said I work for a radio station. Nine-eighty on the AM dial but number one with our viewers!,say work radio station eighty dial number viewer
"I found this letter you wrote to my Mom, Mona Simpson.",find letter write mom mona simpson
"Marge, I found my real father! His name is Mason Fairbanks, he has a knife just for cheese, and he talks like this ""Homer, please do that in the loo.""",marge find real father mason fairbanks knife cheese talk like homer loo
"Hm, honey, you've given me a lot to think about... tomorrow, when we're on Daddy's boat!",hm honey give lot think tomorrow daddy boat
"Wow, that story had everything: action, treasure, water, a guy... would you like to come to our house for dinner?",wow story action treasure water guy like come house dinner
"Listen, old-timer, I'd like you to meet Mason Fairbanks.",listen old timer like meet mason fairbanks
And my dream is to someday wear a real wetsuit instead of one that is just painted on.,dream someday wear real wetsuit instead paint
"Hey guys, we found the treasure! When I get to shore, I'm bringin' it right to the bar.",hey guy find treasure shore bringin right bar
"As I lay dying on the ocean floor, I remembered everything you've done for me. To Hell with that stupid DNA test and its ninety-nine point nine, nine, nine, nine, seven per cent accuracy -- you're my dad, and I love you.",lay die ocean floor remember hell stupid dna test ninety point seven cent accuracy dad love
Only a true father would lead his son to believe he belonged to someone else.,true father lead son believe belong
"Hmm, this camp's got it all -- climbing some kind of rope thing, wearing a backpack, high-fiving the black kid. It's the perfect thing to straighten you out.",hmm camp get climb kind rope thing wear backpack high five black kid perfect thing straighten
"Hey guys, I have to put the boy on a plane to soul-crushing camp, then I'll be back to go to Vegas!",hey guy boy plane soul crush camp vegas
"Oh yeah?! You're going to that camp, 'cause I'm gonna drive you there.",oh yeah go camp go to drive
Stupid Bart... makes me drive to Oregon... home of unspoiled forests... birthplace of Matt Groening ...,stupid bart make drive oregon home unspoiled forest birthplace matt groening
You mean Fun Homer? I'm afraid Serious Homer has him locked up till you're at your snooty torture camp.,mean fun homer afraid homer lock till snooty torture camp
"Aw c'mon, Serious Homer, let me out! We'll get a monkey drunk and push him down the stairs.",aw homer let monkey drunk push stair
"Boy, if you were half as smart as you think you are, you'd clean up your act.",boy half smart think clean act
"At least you have something you're good at. I'm thirty-eight years old, drivin' a crappy car, with a son who doesn't respect me, and I'm one Snickers pie away from losing my foot to diabetes. Mmm, Snickers pie.",good thirty year old drivin crappy car son respect snickers pie away lose foot diabetes mmm snickers pie
"I bet they're from Massachusetts. You know, it's legal there for a guy to marry his son.",bet massachusetts know legal guy marry son
"Uh, but could you add a bacon nose? Plus bacon hair, bacon mustache, five o'clock shadow made of bacon bits... and a bacon body.",uh add bacon nose plus bacon hair bacon mustache shadow bacon bit bacon body
Fine. But the bacon man lives in a bacon house!,fine bacon man live bacon house
You know who would really like this place? Bart. Wait a minute... where the hell is Bart?,know like place bart wait minute hell bart
I'm gonna double kill you! And then I'm gonna bury you in a shallow grave. Then I'll dig you up and kill you again! That's the beauty of a shallow grave.,go to double kill go to bury shallow grave dig kill beauty shallow grave
"You sweet little angel. Oh, I'm gonna rip your head off. And spit down your adorable little neck. Because I wanna smash your little stupid head. Oh, but I love you we'll go on a fishing trip. But first I'm gonna put you on a sawmill then punch your little face out. That's what I'm gonna do!",sweet little angel oh go to rip head spit adorable little neck wanna smash little stupid head oh love fishing trip go to sawmill punch little face go to
"Well boy, you made the right choice. I think this is the first step to a new, closer relationship between us.",boy right choice think step new close relationship
"I don't enjoy it. Being a father is just a job. Long hours, no pay, and at the end, all you get is someone yelling ""you screwed me up""!",enjoy father job long hour pay end yell screw
"Woo hoo! Vegas here I come! Oh right, Bart.",woo hoo vegas come oh right bart
"Son, I'm doing something I should have done a long time ago... taking you to Vegas!",son long time ago take vegas
"Uh, Marge. Me and Bart got in a fight with this really un-cool pit boss, and now we're in Nevada State Prison. Also, I don't know where Bart is. If you see him, say ""hey.""",uh marge bart get fight un cool pit boss nevada state prison know bart hey
"Marge, I ripped my pants! The only pants that understand my complex hiney.",marge rip pant pant understand complex hiney
I'll have to go to every store in the pants district to find another pair like these.,store pant district find pair like
"Mr. Stern, would you make those glorious blue pants again if I whipped up public interest for them?",stern glorious blue pant whip public interest
"It's called ""headvertising."" It creates brand awareness without relying on traditional media.",call headvertising create brand awareness rely traditional medium
I'M GETTING BLUE PANTS IN THE MORNING / DING DONG THE ZIPPER'S GONNA SHINE...,get blue pant morning ding dong zipper gonna shine
"Earning us a hundred bucks a week, that's what. Except the Maine potatoes one. It's just a reminder to myself.",earn buck week maine potato reminder
I'm just gonna get a tiny chip to put on my desk at work.,go to tiny chip desk work
"Don't leave me! I hate to be alone! Except when I'm watching TV, then leave me alone. But right now, don't leave!",leave hate watch tv leave right leave
"Hey bar-boy, dance around like an idiot. Like this!",hey bar boy dance like idiot like
"Sure! You're gonna be all ""I'm-so-stupid! I'm-so-stupid! I'm-so-stupid!""",sure go to stupid stupid stupid
"Boy, come here and listen to Lisa's story. It's about Moe's treasure!",boy come listen lisa story moe treasure
"Well, I guess I should explain. Not long ago, it was my day to take care of the baby, so I was out in the forest, hiding.",guess explain long ago day care baby forest hiding
I deduced from his parody lyrics that he was hiding gold in the cave.,deduce parody lyric hide gold cave
I figured he'd never miss two or three pieces. Money which we could use to pay for Bart's operation.,figure miss piece money use pay bart operation
I realized I could never find the gold without your help. So I made it this week's family outing.,realize find gold help week family outing
It's a lot of little stuff. God has to pay all the elves in his workshop... plus he's got all those planets to support -- you see that ring he gave Saturn?,lot little stuff god pay elf workshop plus get planet support ring give saturn
"Don't worry, Marge. Me and ""Terrible Two"" here are gonna win that computer for you.",worry marge terrible go to win computer
Protect the duck! Protect the duck! Produck the tect!,protect duck protect duck produck tect
"Hey, this race is for rubber ducks, not meat ducks!",hey race rubber duck meat duck
Hey... that's the same thing you said to Bart after he choked in that soccer game. And we both know he sucked.,hey thing say bart choke soccer game know suck
"So Marge, in tomorrow's game I'm gonna recover a fumble just for you.",marge tomorrow game go to recover fumble
"Old showbiz animals, eh? Do you think any of the gremlins from the ""Gremlins"" movie are there?",old showbiz animal eh think gremlin gremlin movie
Sad? You're crazy. I feel like I'm at the Oscars for the animals I forgot existed.,sad crazy feel like oscars animal forget exist
"Oh, you haven't seen Bart for a few hours, so you automatically assume I let something terrible happen.",oh see bart hour automatically assume let terrible happen
"I know what you think: when stupid Homer wasn't looking, Bart got kidnapped by a monkey.",know think stupid homer look bart get kidnap monkey
"Oh, you're so right. I guess I should be more concerned with Bart's safety than covering my own butt. And maybe I'm talking like this because I can't stop. Help me, Lisa! I have serious mental problems!",oh right guess concerned bart safety cover butt maybe talk like stop help lisa mental problem
"When the monkey falls asleep, I'll sneak you out in this trash bag. Then I'll come back and feed the monkey a peach full of antifreeze.",monkey fall asleep sneak trash bag come feed monkey peach antifreeze
"Lisa, monkeys don't have feelings. If they did, then my experiments could be called cruel.",lisa monkey feeling experiment call cruel
I am so stoked about Lenny's party. He said he's gonna make a surprise announcement!,stoke lenny party say go to surprise announcement
"Why the hell would he want to do that... blessed sacrament that has made my life so rich? I like your hat, sweetie.",hell want bless sacrament life rich like hat sweetie
"Lenny, this TV is amazing. If you're not careful, I might just spend the rest of my life on your couch.",lenny tv amazing careful spend rest life couch
Lenny! Bring me a beer and your deepest chamber pot! Chop-chop!,lenny bring beer deep chamber pot chop chop
Look at that picture quality -- you can see the soulless emptiness in that shark's eyes.,look picture quality soulless emptiness shark eye
"Ooo, ""Two and a Half Men!"" You can see the soulless emptiness in Charlie Sheen's eyes.",ooo half man soulless emptiness charlie sheen eye
"Oh yeah, well right there's a commercial with a dancing cold sore.",oh yeah right commercial dance cold sore
Stupid non-plasma TV. Picture so blurry. Might as well rub dirt in my eyes.,stupid non plasma tv picture blurry rub dirt eye
"Oh Marge, you're the greatest mom ever. I want the whole world to see that.",oh marge great mom want world
"Because we'll be on TV, and earn enough money to buy a TV. TV.",tv earn money buy tv tv
"Listen up, Stonehenge. I made a drawing of the places on Marge you can't touch. Especially the hair.",listen stonehenge drawing place marge touch especially hair
"Ya know, you don't seem like the money-hungry semi-stripper who's usually on Fox. Why'd you do it?",ya know like money hungry semi stripper usually fox
"There's this guy that got killed -- I think it was in Miami? So C.S.I. Miami investiga-ted-ed it. Then a family said how much they loved the Olive Garden. Then I fell asleep. When I woke up, Letterman was talking to Alias.",guy get kill think miami miami investiga te ed family say love olive garden fall asleep wake letterman talk alias
"Oh Marge, thank God you're back! She made me spend time with the kids. And not just TV time. Talking time!",oh marge thank god spend time kid tv time talk time
"Yeah, well, I'm gonna vote ""No"" on Thirty-eight so you can't adopt.",yeah go to vote thirty adopt
Kidding! Kidding! I don't vote! The polling place is up a hill and I never make it!,kid kidding vote polling place hill
YOU MAKE ME LAUGH / YOU MAKE ME CRY / WITHOUT YOU I'D JUST / WANT TO DIE / FOR THE REST OF MY LIFE / YOU'LL BE A FIXTURE / NOW LET ME ENJOY / YOUR PICTURE IN PICTURE...,laugh cry want die rest life fixture let enjoy picture picture
"Tonight on Jock Center: a slugger on 'roids, Tiger Woods is annoyed, and North Korean missiles deployed!",tonight jock center slugger roid tiger woods annoy north korean missile deploy
"I've had enough of your stinkin' thinkin'. I, Homer Simpson, will personally bring the new pro football franchise to Springfield.",stinkin thinkin homer simpson personally bring new pro football franchise springfield
I'll show you all. I'm gonna spearhead the hell out of this expansion bid!,go to spearhead hell expansion bid
"Marge, meet pro football's newest team: the Springfield Meltdowns!",marge meet pro football new team springfield meltdowns
Plus I designed a state-of-the-art stadium. We'll fund it with corporate naming rights. It's the Duff Beer-Krustyburger-Buzz Cola-Costington's Department Store-Kwik-E-Mart-Stupid Flanders Park!,plus design state art stadium fund corporate naming right duff beer krustyburger buzz cola costington department store kwik e mart stupid flanders park
"Y'ello. You want my opinion on current movies?! Well, first of all, they're all perfect. Also: when's the Cap'n Crunch movie coming out? And will it be ""R"" or ""Hard R""?",want opinion current movie perfect crunch movie come r hard r
Mo-vie! Mo-vie! Mo-vie! Mo-vie! Mo-vie!,mo vie mo vie mo vie mo vie mo vie
"Woo hoo! I win! In your face, best friends!",woo hoo win face good friend
"Hey, Marge it's what I've gotta do to keep this family living in luxury.",hey marge get to family live luxury
"This isn't India! Where's the University of Notre Dame, the Indy 500, Wrigley Field, Dodger dogs --?",india university notre dame indy wrigley field dodger dog
"Uh-huh... Do I have to? Okay, okay, I'll show the cow I adore it.",uh huh okay okay cow adore
"Oh baby... ooo, did you lose weight?... oh c'mon, baby, don't play hard to milk...",oh baby ooo lose weight oh baby play hard milk
"Okay, Apu said his cousin Kavi could help me out.",okay apu say cousin kavi help
"Let's see... Apu's cousin is medium height, dark complexion, brown eyes, black hair...",let apu cousin medium height dark complexion brown eye black hair
"Uh... duh... uh... um... uh... duh... Did I say ""um""?",uh duh uh um uh duh um
"Okay book, I didn't read you, and you didn't read me, but we're both in this together, so say something smart or get ready to run like hell. Um... ""In business as in breakfast, fried eggs have fragile yolks... huh, huh?",okay book read read smart ready run like hell um business breakfast fried egg fragile yolk huh huh
I'm not a God. God has a white beard and invented the Da Vinci Code.,god god white beard invent da vinci code
"Hmmm, let's see. You got the Elephant Man, Johnny Six-Arms, Papa Smurf... these guys are pretty cool. Maybe I am one of them. If only I had some kind of proof.",hmmm let get elephant man johnny arms papa smurf guy pretty cool maybe kind proof
"Silence! Now for my amusement, let the monkey fight the elephant.",silence amusement let monkey fight elephant
"Well, I'm just glad I'm not a god anymore. I wanna go home. How's Chief Wiggum?",glad god anymore wanna home chief wiggum
"See, it goes: ship's wheel, Popeye tattoo, Gilligan hat, fish with boobs... and back to ship's wheel.",go ship wheel popeye tattoo gilligan hat fish boob ship wheel
"Oh Lord, please let the soldiers kill this family instead of me.",oh lord let soldier kill family instead
"So, thou art a widow, eh?! Then the codpiece holds no terrors for thee.",thou art widow eh codpiece hold terror thee
"Stupid Flandish. Uh, listen, since all the other fun stuff is out of bounds, how 'bout a little Bible-thumping in the crow's nest? What do you say, Miss...",stupid flandish uh listen fun stuff bound little bible thumping crow nest miss
She's gonna marry him 'cause he wears boots instead of blackening his feet.,go to marry wear boot instead blacken foot
"People, this is madness! We can burn the witch later! Right now, I've got to save this ship!",people madness burn witch later right get save ship
"Hey, I've been driving drunk since I was twelve! But first...who's gonna help me pee?",hey drive drunk go to help pee
"Don't worry, Marge. I'll see to it you fundamentalist Christians live to take over all America by the twenty-first century!",worry marge fundamentalist christians live america century
"Welcome to our tropical paradise. Enjoy our luaus, our lagoons and our ladies... and remember, what happens in Tahiti, stays in Tahiti.",welcome tropical paradise enjoy luaus lagoon lady remember happen tahiti stay tahiti
"Ba-bye. Bye, bye. Thanks for staying with us... we appreciate your putting cloth over our women's boobies... you'll receive an updated bill after you leave... Bye, bye.",ba bye bye bye thank stay appreciate put cloth woman booby receive update bill leave bye bye
"Well, I guess we have time for my tale of moist adventure. It takes place in a dark time for mankind when madness and ignorance ruled: ""the nineteen seventies.""",guess time tale moist adventure take place dark time mankind madness ignorance rule nineteen seventy
"Hey, it says here ""the book"" was written by Tom Stoppard. This isn't a book, it's a play! Book.",hey say book write tom stoppard book play book
"Let's see, men also have: rocket ships, suspension bridges, constitutional government, snow shoes, brass knuckles...",let man rocket ship suspension bridge constitutional government snow shoe brass knuckle
"Well, uh... uh... Honey, you're just as smart as a man. Sometimes when I'm with you, I feel like I'm doing it with a dude.",uh uh honey smart man feel like dude
"Fine! I'll finish it myself. And don't think I'm gonna screw it up, because I won't!",fine finish think go to screw will
"Son, all our mail has ever brought me is bad things: bills, jury duty, Entertainment Weekly. Now, for once, I'm getting' rich-person mail. You wouldn't take that away from me, would you, son?",son mail bring bad thing bill jury duty entertainment weekly get rich person mail away son
"Ooh! Marge, you wanna go to a wedding of a couple we never met?",ooh marge wanna wedding couple meet
"Marge, I don't have to sit here and listen to your insane ravings about me getting other people's mail.",marge sit listen insane raving get people mail
"Marge, I'm gonna take care of you until your amnesia goes scram-nesia. I got you flowers a fluffy pillow...and a nice, relaxing private room.",marge go to care amnesia go scram nesia get flower fluffy pillow nice relax private room
Now the doctor said a tour of the town could help bring back your memory.,doctor say tour town help bring memory
"See that ball of fire? That's the sun. It goes by many names: Apollo's Lantern, Day-moon, Old Blazey. The important thing is never to touch it.",ball fire sun go name apollo lantern day moon old blazey important thing touch
"All right, Marge... time to remember Admiral Awesome!",right marge time remember admiral awesome
"Here's me fighting with former President Bush, me fighting with current President Bush, and here's me showing a bag of apples who's boss.",fight president bush fight current president bush show bag apple boss
"Oh no, Bart and Lisa are gonna tell me something horrible!",oh bart lisa go to tell horrible
Oh you loved it -- especially when the windmill came around and whacked your but.,oh love especially windmill come whack
"No, it was the happiest night of my life! The warm Spring air, the swings I took in the batting cage afterwards... Don't you remember, darling?",happy night life warm spring air swing take batting cage remember darling
"Marge, I realize you've made up your mind, and I want you to know that I deeply respect your boo!",marge realize mind want know deeply respect boo
"Oh no! He's Marge's, and my, dream man! I've gotta make a play for her now or I might lose her forever!",oh marge dream man get to play lose forever
"You just walked away from the sweetest, most beautiful woman a guy could want. In ten years she never had the last slice of pizza and she's never complained. Every election, she wishes she could vote for both guys, because they both seem nice. And there's a light inside her that makes everyone else look better. And you blew her off.",walk away sweetest beautiful woman guy want year slice pizza complain election wish vote guy nice light inside make look well blow
"Uh, yeah. I started when you were in the hospital. I was so worried. Recently I tried this thing called ""beer."" And...",uh yeah start hospital worried recently try thing call beer
"Oh, he ain't gettin' married. He has commitment issues!",oh be gettin married commitment issue
"Aw dude, I was totally here. You calling me a liar? In front of my kids? 'Cause I'd take a bullet for you, man. Right in my mouth!",aw dude totally call liar kid bullet man right mouth
"Wow, this 3-D is amazing! You can actually feel the vase!",wow d amazing actually feel vase
"Sorry, Flanders. But when you get in, you can use my audio tour. Narrated by Melanie Griffith.",sorry flanders use audio tour narrate melanie griffith
Good riddance. Their drawings suck and they look like hippies.,good riddance drawing suck look like hippie
"I love it when you're not into it. Oh yeah, baby. Oh yeah that's it ignore me. I'm not even here.",love oh yeah baby oh yeah ignore
"Don't worry, I'll use the money I make to buy tickets from a scalper. Then I'll sell those tickets, and we'll be rich! Rich! We did it, baby! We made it through the rain!",worry use money buy ticket scalper sell ticket rich rich baby rain
"Tickets, thirty dollars! Big game, everyone wants to see the game...",ticket thirty dollar big game want game
"What a game! I got on the kiss-cam, I participated in ""the wave,"" and I got to pee in a trough! Marge, can we get a trough?",game get kiss cam participate wave get pee trough marge trough
Season tickets?! I could entertain business clients. I might even land the Henderson account!,season ticket entertain business client land henderson account
Sure. That means she wants to talk in private. It's probably about you.,sure mean want talk private probably
"Hey, we've gone through more hardships than the Jews and Charlie Brown put together.",hey go hardship jews charlie brown
"Wow, I think we've really hit on something here. Unfortunately, we're out of time. How does that make you feel?",wow think hit unfortunately time feel
"Buck, you've got a beautiful woman with a hot body that any man would fantasize about, even while making love to his own Marge.",buck get beautiful woman hot body man fantasize make love marge
"Good idea, honey. Buck, would you mind signing a couple of baseballs for my boy?",good idea honey buck mind sign couple baseball boy
I stole a rack of fur coats. I sell one a year to pay for Christmas.,steal rack fur coat sell year pay christmas
"Hey Tabitha, great show. I like that part where you mentioned Springfield. Did you know that's where you are?",hey tabitha great like mention springfield know
"Yeah, they beat me up at work. Look at the word they wrote on my skull.",yeah beat work look word write skull
"Marge, we've gotta get Buck and Tabitha back together. This is the most important case of our careers!",marge get to buck tabitha important case career
"Oh, so now we're judging each other based on things we've done. Real fair. Class act.",oh judge base thing real fair class act
It's working! Buck's buying my fake message! And you said it would never work.,work buck buy fake message say work
"Wow, your paintings have brush marks and your statues have wieners!",wow painting brush mark statue wiener
"He's talkin' like the guy in ""Fat Albert."" Howba areba youba?",talkin like guy fat albert howba areba youba
This is all my daughter's fault. But I'll make it up to you. Bart and I will run your business till your Dad's okay.,daughter fault bart run business till dad okay
"Everything. And I learned it all from the greatest gangster film ever: ""Shark Tale"".",learn great gangster film shark tale
Ow! I hurt my fist and my palm. I thought you guys were lookin' out for me.,ow hurt fist palm think guy lookin
"All right, tap jockey, you owe Fat Tony fifty bucks. Cough it up!",right tap jockey owe fat tony buck cough
"Okay pretty boy, where's Fat Tony's fifty bucks?",okay pretty boy fat tony buck
"Uh, it fell off a truck. You know, a truck-truck.",uh fall truck know truck truck
Spare us your medical mumbo-jumbo! Just give us the pills. Clear-cut his brain down to the nub!,spare medical mumbo jumbo pill clear cut brain nub
I know -- I'll use that white-noise machine I got you when your father died.,know use white noise machine get father die
"Transport yourself to the shores of Nova Scotia, where cod and halibut frolic in--",transport shore nova scotia cod halibut frolic
"So it's a noise war he wants, huh? Then I'll throw in some rush-hour traffic!",noise war want huh throw rush hour traffic
"Oh! Let me know when and if you want sex, honey!",oh let know want sex honey
"Boy, get dressed. You're going to a jazz brunch, as punishment for all the racket you're making!",boy dress go jazz brunch punishment racket make
"Woo hoo! What's next? A contract with Groove-tone Records? Take the G-train, baby. Groove-tone!",woo hoo contract groove tone records g train baby groove tone
And then today at lunch Lenny and I went to the park and rented a rowboat. Carl sketched us from the bank. Summer days.,today lunch lenny go park rent rowboat carl sketch bank summer day
"Oh yeah? Blah blah blah blah, blah blah blah blah blah...",oh yeah blah blah blah blah blah blah blah blah blah
"Blah blah blah, blah blah blah...",blah blah blah blah blah blah
"Oh, uh, that was me. You know that old saying: ""measure like a girl, hammer like a guy.""",oh uh know old saying measure like girl hammer like guy
"Oh, uh... you know what they say, ""hammer with the wood and it's all good.""",oh uh know hammer wood good
"Uh... Like all manly men, I have a vivid imagination.",uh like manly man vivid imagination
"Marge, giving me credit was your idea. Now could you rub my butt? I sat on it so much it's a little sore.",marge give credit idea rub butt sit little sore
"Look, I'm sorry you're upset. But if we tell the truth now, I'll be humiliated in front of the whole town. Then you won't be married to a man. You'll be married to some kind of gay jellyfish, floating outside the Florida Keys, cruising for rich snorkelers. You don't want that.",look sorry upset tell truth humiliate town will married man married kind gay jellyfish float outside florida keys cruise rich snorkeler want
He wants to grind his own corn. Maybe it'll finally shut him up about the high price of cornmeal.,want grind corn maybe finally shut high price cornmeal
"Yeah, I hear it too. Maybe we can cover it up by singing a fun song. ""WE WILL, WE WILL ROCK YOU...""",yeah hear maybe cover singe fun song rock
"...I'm sorry, I'm sorry, I'm sorry, infinity. I never expected them to climb on the cabinet and ride it down the biggest hill in town.",sorry sorry sorry infinity expect climb cabinet ride big hill town
"Look, I understand that you're mad. Which makes now the perfect time to tell you the mayor's hired us to fix the old Springfield roller coaster.",look understand mad make perfect time tell mayor hire fix old springfield roller coaster
"By the way, nice job installing this wall-chart bracket. If the kids ask, I did it.",way nice job instal wall chart bracket kid ask
"Now as I see it, the problem with this roller coaster is there are too many boring ""going-up"" parts.",problem roller coaster boring go part
"We need to replace them with kick-ass ""going-down"" parts.",need replace kick ass go part
And I promised these guys money I don't have! And they're gonna be so mad!,promise guy money go to mad
"Sweetie, you don't understand. If I can do this myself, then all those lies I told will be true. Don't you want Daddy's lies to be true?",sweetie understand lie tell true want daddy lie true
"To Daddy, the real world gets fainter and fainter every day.",daddy real world get fainter fainter day
"Welcome, ladies and gentlemen, honored guests, and out-of-town roller-coaster weirdoes.",welcome lady gentleman honored guest town roller coaster weirdoe
Uh-oh. Oh. Why must we preserve America's historic roller coasters?,uh oh oh preserve america historic roller coaster
Everyone! My stupid male pride made me lie to you. Everything I claiiimed I did was actually built by Maaarge!,stupid male pride lie claiiime actually build maaarge
"Marge, I realized something when I was trapped under all that rubble: marriage is the real roller coaster. I'm just glad I have you as my safety bar.",marge realize trap rubble marriage real roller coaster glad safety bar
"Ooh, teenagers... No! Today's teens have enough problems, without me eating them.",ooh teenager today teen problem eat
Must eat more fat people. Thank God I'm in America!,eat fat people thank god america
"Marge, to keep you in my life, I'd do anything. There must be some way to turn my problem into a positive for the community.",marge life way turn problem positive community
"Bart, there's something I have to tell you father to son. I passed out on your turtle and killed it. Someday you'll thank me.",bart tell father son pass turtle kill someday thank
"Hey boy, where's your mud buddy? I have a little job for him.",hey boy mud buddy little job
"So, it's a war of the worlds. Good thing we've got the sun on our side.",war world good thing get sun
"Eh, big deal -- by the time Bart's eighteen, we're gonna control the world! We're China, right?",eh big deal time bart eighteen go to control world china right
"Ooh, ""Who makes what in America."" Army private: fourteen thousand a year.",ooh make america army private fourteen thousand year
I have to Marge. Who else is gonna keep oil under a hundred dollars a barrel?,marge go to oil dollar barrel
Are you gonna ask us our major malfunctions? 'Cause mine is I care too much.,go to ask major malfunction care
Nope. I'm gonna stay here and let them test their laser-guided super weapons on me -- like that one!,nope go to stay let test laser guide super weapon like
"Okay, these are war games and I'm head of my team. I have to think like a great military leader.",okay war game head team think like great military leader
"Oh my God, I just remembered. It's Chinese New Year!",oh god remember chinese new year
Gung hay fat choi! Gung hay fat choi!,gung hay fat choi gung hay fat choi
"Moe, Moe, you gotta hide us from the Army!",moe moe get to hide army
Rise my pretties! Find our enemies and capture their image in your filmy fortress!,rise prettie find enemy capture image filmy fortress
I'm not gonna surrender. You've seen what the U.S. Army does to prisoners. How would you like to be stacked naked in a pile with a hillbilly girl pointing at you and laughing?,go to surrender see army prisoner like stack naked pile hillbilly girl point laugh
"Yeah, Marge always loves your cards. Well, you may not be the smartest guys in the Army...",yeah marge love card smart guy army
"Stupid Army, searching for me with that giant helicopter in the distance.",stupid army search giant helicopter distance
"Dudes! Wanna make some extra spending money? Get a free pair of boots? Hey baby, you like obstacle courses?",dude wanna extra spending money free pair boot hey baby like obstacle course
"Hey, pal. Like the way you handle that mop. You like killing? Hey, ladies. Are you tired of waiting for sanctions to work? I know I am.",hey pal like way handle mop like kill hey lady tired wait sanction work know
"Oh, I was supposed to take Moe fishing today! Everybody hide!",oh suppose moe fishing today everybody hide
"Oooh, Moe's a poet! He has a soul! Flutter your wings! It's teatime in Buttercup Junction!",oooh moe poet soul flutter wing teatime buttercup junction
Moe's the Princess of Lollipop Land! He lunches on lavender and potpourri!,moe princess lollipop land lunch lavender potpourri
"There once was a rapping tomato / That's right, I said rapping tomato / He rapped all day / From April to May / And also, guess what, it was me.",rap tomato right say rap tomato rap day april guess
"Ah, a family trip with the family bartender -- what could be better?",ah family trip family bartender well
Lousy. I gotta go to Vermont for some stupid poetry thing.,lousy get to vermont stupid poetry thing
"Man, couples in this state sure like to clink glasses.",man couple state sure like clink glass
I love these covered bridges. It's like driving through cute little houses.,love cover bridge like drive cute little house
"And we went to the ""Vermont Teddy Bear"" factory. Look what we got! Hm? Hm?",go vermont teddy bear factory look get hm hm
"Oh honey, don't cry. They're not made from real bears -- just their fur and noses!",oh honey cry real bear fur nose
