cleaned_text,tokens
You're right. I have been acting like Telethon Jerry Lewis when I should've been acting like rest-of-the-year Jerry Lewis. Will you teach me how to put myself first?,right act like telethon jerry lewis act like rest year jerry lewis teach
"Boy, I am through spoiling you. First thing tomorrow you're going back to the rotten life you've always enjoyed.",boy spoil thing tomorrow go rotten life enjoy
"Boy, this has gone too far -- I quit! As soon as I finish these oats.",boy go far quit soon finish oat
"Marge, soaring above the forgiving beauty of nature, I have something to confess. Um... I wasn't there for that wedding toast because... I was buying a lottery ticket.",marge soar forgiving beauty nature confess um wedding toast buy lottery ticket
You have a right to be angry. Furious! And even though that ticket won a million dollars and--,right angry furious ticket win million dollar
"Uh, yes, well, um... taxes took out a lot... I spent a ton on those things for the family... and um, I didn't know you could rent a balloon...",uh yes um taxis take lot spend ton thing family um know rent balloon
"Marge, those groves of cherry blossoms will bloom every year, to remind the world of the sweetest, most forgiving woman who ever lived... am I off the hook?",marge grove cherry blossom bloom year remind world sweetest forgiving woman live hook
"Uh, Mr. Burns, couldn't we patch the leak tomorrow? It's date night.",uh burns patch leak tomorrow date night
"I'm sorry I missed dinner, honey. We still have time to catch a movie. That can be romantic.",sorry miss dinner honey time catch movie romantic
"Hey, we came here to enjoy the movie and we're going to enjoy the movie.",hey come enjoy movie go enjoy movie
"What, they come here on Saturday night to clean the ice? Losers.",come saturday night clean ice loser
"Let us curl, M'lady. Let us throw and sweep a'twain until the Heavens themselves drop their jaws in wonder and envy! And afterwards there'll be beer, and cocoa, with marshmallows floating in the foam. And if, from now till the end of time, someone should ask what we were doing on the eve of the seventeenth of November, we shall proclaim that WE WERE CURLING!",let curl let throw sweep heavens drop jaw wonder envy beer cocoa marshmallow float foam till end time ask eve seventeenth november shall proclaim curl
"Sweep! Sweep! Left, right! Left, right! Back-and-forth!",sweep sweep left right left right forth
Pack your winter coat! We're going to Canada's warmest city!,pack winter coat go canada warm city
"OH, A PORK BAO, A SHRIMP BAO, EVERYWHERE A BAO BAO / HOMER SIMPSON WINS A GOLD / SLIDING ROCKS ON ICE... BAO BAO!",oh pork bao shrimp bao bao bao homer simpson win gold slide rocks ice bao bao
"Oh my God, I'm holding back the team. But our marriage is based on curling. What am I gonna do?",oh god hold team marriage base curl go to
"Yeah, the Simpson family is a long line of horse thieves, deadbeats, horse beats, dead thieves, and even a few...",yeah simpson family long line horse thief deadbeat horse beat dead thief
"Listen, Lisa. You're gonna find more than you bargained for. If I were you, I wouldn't dig into the past. I lived in some of that past, and I got out for a reason.",listen lisa go to find bargain dig past live past get reason
"I warn you: I don't know what's in there but if it's about a Simpson, you ain't gonna be proud.",warn know simpson be go to proud
"That's a great story, Lisa! And you should stop reading right there.",great story lisa stop read right
"You still reading that thing? I'm warning you: when something goes into that vent, it shouldn't come out. Ever!",read thing warn go vent come
I got an idea: you can march to Selma -- and tell her she's ugly!,get idea march selma tell ugly
"Listen, Wrinkles! If you know something that'll cheer up my little girl, you'd better spill it. Or I can make things very uncomfortable for you.",listen wrinkles know cheer little girl well spill thing uncomfortable
"Credit card offer, overdue bill... credit card offer, overdue bill... huh, what's this?",credit card offer overdue bill credit card offer overdue bill huh
Oh my! A child who doesn't enjoy school? Hello? Hollywood?! You want to buy the movie rights to this incredible story? A million dollars? Deal! Now I have to write it.,oh child enjoy school hello hollywood want buy movie right incredible story million dollar deal write
"Until your homework is done, the only place your butt is safe from my foot is in that chair.",homework place butt safe foot chair
No line... near the men's room... I see no reason to question your choice.,line near man room reason question choice
"I've got to apologize. Once again, sleeping at work has saved my marriage!",get apologize sleep work save marriage
We can't let Bart drive us apart. He's the reason we had to get married.,let bart drive apart reason marry
"Awesome breakfast, Marge! Breakfast in bed is so much better than breakfast in a chair.",awesome breakfast marge breakfast bed well breakfast chair
"You may not realize this, Bart, but your mother and I have been fighting about you a lot lately. And I've realized our marriage is more important than your future. From now on, you're on your own.",realize bart mother fight lot lately realize marriage important future
"Uh, Marge? I don't want to ruin the moment, but you got something stuck between your-- ohhh...",uh marge want ruin moment get stick ohhh
"I love watching you knit. It reminds me of watching pictures download on our old dial-up modem. Remember that day we brought it home and it was all eee, ooo, eee, ooo, onnnggg!",love watch knit remind watch picture download old dial modem remember day bring home eee ooo eee ooo onnnggg
I'm saving my yelling for where it does some good. Lisa! You're a wonderful child! Keep up the good work!,save yelling good lisa wonderful child good work
"And when you're out of my sight, you must constantly Twitter me exactly what you're up to, even though I don't know what Twitter is and have no desire to find out.",sight constantly twitter exactly know twitter desire find
"No! If you go near her one more time, we'll be sued into the poor house and have to eat garbage forever.",near time sue poor house eat garbage forever
"Well, don't worry, boy. I know a wholesome way to take your mind off girls.",worry boy know wholesome way mind girl
And the glasses smell like the last guy who wore them had pizza!,glass smell like guy wear pizza
"Yeah, now that I look closer, that guy couldn't fool anybody.",yeah look close guy fool anybody
"Hmm, let me think... take my family to a war zone... on a bus filled with religious lame-os... in a country with no pork... in a desert with no casinos... ooh, where do I sign up?",hmm let think family war zone bus fill religious lame os country pork desert casino ooh sign
"Flanders, that stuff's been here for thousands of years. But the breakfast buffet at this hotel, which is included in our package, closes in ten minutes!",flanders stuff thousand year breakfast buffet hotel include package close minute
"Ned, I'm an American tourist. I'm just here to see some sights, try goofy new food and spread some shekels with my Carolina Panthers credit card.",ned american tourist sight try goofy new food spread shekel carolina panthers credit card
"Y'ello. This is he. Yeah I wanted to know: do you deliver falafels to the top of Mount Zion? Great. I'd like a large falafel with pepperoni, sausage and extra cheese. Yes, I know what a falafel is.",yeah want know deliver falafel mount zion great like large falafel pepperoni sausage extra cheese yes know falafel
"I'm sorry. It's just that these tours are so exhausting. You're jetlagged, you're walking around all day... it's so hard to sleep knowing Marge and the kids are all stuck in one small room.... and it's so nice and cool in the tomb of the unknown savior...",sorry tour exhausting jetlagge walk day hard sleep know marge kid stuck small room nice cool tomb unknown savior
